name,api
AWS SDK For Android Amazon Cognito Sync,"['Next', 'retain', 'Preferences', 'parse', 'update', 'Context', 'w', 'matcher', 'register', 'close', 'Code', 'compile', 'format', 'Empty', 'remove', 'matches', 'String', 'Index', 'edit', 'is', '<init>', 'Transaction', 'starts', 'Application', 'apply', 'Value', 'Set', 'System', 'hash', 'value', 'set', 'SQL', 'All', 'Connected', 'for', 'size', 'end', 'Long', 'Shared', 'to', 'Column', 'has', 'Extras', 'move', 'begin', 'Key', 'Int', 'Active', 'List', 'replace', 'Successful', 'Of', 'Extra', 'add', 'current', 'Millis', 'iterator', 'append', 'after', 'Info', 'next', 'delete', 'get', 'Service', 'equals', 'Message', 'First', 'empty', 'exec', 'contains', 'boolean', 'entry', 'Time', 'i', 'e', 'start', 'Network', 'query', 'insert', 'To', 'With', 'Bytes', 'Name', 'long', 'unregister', 'put', 'key', 'Receiver', 'trim']"
FontAwesome Integration For Iconify,"['replace', 'value', 'Of', '<init>']"
Librarysimplified Analytics API,"['Next', 'hash', 'value', 'Code', 'add', 'Of', 'iterator', 'append', 'String', 'next', 'size', 'get', 'Name', '<init>', 'to', 'has', 'Class', 'Canonical', 'load']"
KeyboardVisibilityEvent,"['Frame', 'Tree', 'Global', 'Application', 'Height', 'Token', 'Visible', 'find', 'register', 'Lifecycle', 'Decor', 'Root', 'Child', 'Callbacks', 'System', 'By', 'add', 'Observer', 'request', 'clear', 'Soft', 'height', 'Mode', 'set', 'remove', 'Activity', 'On', 'Id', 'At', 'From', 'Input', 'Attributes', 'Layout', 'get', 'Window', 'Listener', 'Service', 'unregister', '<init>', 'hide', 'Focus', 'show', 'Display', 'View']"
RADAR Commons Android,"['Sequence', 'Na', 'Object', 'Next', 'Intent', 'Preferences', 'parse', 'matcher', 'Context', 'Parcel', 'Feature', 'Loader', 'Channel', 'Draw', 'register', 'read', 'flush', 'recycle', 'Safely', 'Cache', 'close', 'Null', 'Code', 'Realtime', 'Boolean', 'compile', 'double', 'For', 'Looper', 'interrupted', 'Writer', 'Empty', 'remove', 'Float', 'Activity', 'Manager', 'Inexact', 'And', 'load', 'No', 'Positive', 'String', 'edit', 'interrupt', 'Throw', 'Flags', 'is', '<init>', 'Package', 'Provider', 'Priority', 'new', 'commit', 'Usage', 'Description', 'Seconds', 'Decoder', 'compare', 'pos', 'wrap', 'Final', 'keys', 'unbind', 'File', 'Schema', 'Application', 'apply', 'post', 'random', 'Battery', 'Bundle', 'Value', 'Thread', 'Op', 'increment', 'Setting', 'Set', 'System', 'hash', 'Content', 'substring', 'value', 'Simple', 'obtain', 'Array', 'exists', 'length', 'force', 'set', 'values', 'Reader', 'Callback', 'release', 'All', 'char', 'Connected', 'Overlays', 'Infinite', 'Enabled', 'take', 'int', 'available', 'size', 'create', 'Type', 'Sound', 'Byte', 'unmodifiable', 'Long', 'Lock', 'Shared', 'to', 'has', 'Class', 'Extras', 'Launch', 'uptime', 'generate', 'Button', 'run', 'float', 'Map', 'Key', 'Data', 'Files', 'on', 'Int', 'Icon', 'Dir', 'binary', 'remaining', 'Active', 'marshall', 'Action', 'do', 'List', 'Position', 'require', 'sqrt', 'position', 'flip', 'Capabilities', 'max', 'transfer', 'notify', 'Optimizations', 'join', 'Extra', 'Of', 'add', 'Datum', 'acquire', 'Acquire', 'clear', 'Millis', 'current', 'make', 'Main', 'allocate', 'Uri', 'my', 'rewind', 'Notification', 'Large', 'iterator', 'append', 'Directory', 'At', 'capacity', 'Info', 'next', 'elapsed', 'Encoder', 'check', 'cancel', 'delete', 'get', 'resolve', 'Absolute', 'Service', 'equals', 'Text', 'Message', 'init', 'Adapter', 'First', 'JSON', 'Debugger', 'UUID', 'Length', 'list', 'Ignoring', 'try', 'contains', 'boolean', 'Wake', 'encode', 'bind', 'write', 'Field', 'entry', 'Non', 'Remaining', 'Time', 'Title', 'find', 'quit', 'Defaults', 'Network', 'start', 'Callbacks', 'Broadcast', 'Path', 'Instance', 'Create', 'decode', 'To', 'build', 'Component', 'Get', 'Repeating', 'unlock', 'mkdirs', 'Receive', 'Small', 'Bytes', 'Name', 'long', 'opt', 'When', 'unregister', 'Direct', 'N', 'Uid', 'validate', 'can', 'Cause', 'skip', 'unmarshall', 'Default', 'put', 'show', 'key', 'Transport', 'Receiver', 'Delayed', 'limit', 'sub']"
CAS SDK,"['v', 'Next', 'Height', 'Preferences', 'parse', 'w', 'Context', 'Token', 'Char', 'Feature', 'Alias', 'register', 'recycle', 'Circle', 'Anti', 'Install', 'Code', 'Looper', 'Shown', 'Empty', 'remove', 'Activity', 'Manager', 'And', 'Connecting', 'Follow', 'String', 'Input', 'edit', 'Installing', 'Layout', 'Resource', 'disconnect', 'Flags', 'Listener', 'is', '<init>', 'Resources', 'Header', 'Package', 'new', 'd', 'In', 'Or', 'finish', 'Focus', 'ordinal', 'Count', 'compare', 'rgb', 'Lower', 'Connect', 'Resume', 'Rule', 'Current', 'apply', 'Application', 'Source', 'post', 'Edit', 'Value', 'Thread', 'Visibility', 'Gravity', 'Set', 'Child', 'Parent', 'hash', 'System', 'obtain', 'Simple', 'value', 'Content', 'Array', 'open', 'Config', 'Soft', 'length', 'set', 'On', 'Callback', 'Method', 'char', 'All', 'Raw', 'From', 'Connected', 'int', 'for', 'available', 'size', 'create', 'Finishing', 'Property', 'App', 'Byte', 'draw', 'Long', 'Shared', 'to', 'Stream', 'has', 'Class', 'Local', 'hide', 'run', 'connect', 'Key', 'Bounds', 'Display', 'View', 'on', 'Int', 'Destroy', 'Read', 'Available', 'Drawables', 'max', 'Decor', 'Configuration', 'Of', 'Width', 'add', 'By', 'request', 'Timeout', 'Bitmap', 'clear', 'current', 'Millis', 'Main', 'my', 'Ui', 'Id', 'append', 'iterator', 'At', 'Identifier', 'Info', 'next', 'Lost', 'check', 'Attributes', 'Background', 'get', 'Request', 'Localized', 'Service', 'equals', 'Language', 'Shader', 'Text', 'Message', 'inflate', 'name', 'Case', 'Detached', 'contains', 'boolean', 'digest', 'Intrinsic', 'Click', 'Field', 'entry', 'Memory', 'Connection', 'call', 'Time', 'i', 'find', 'e', 'Lifecycle', 'Styled', 'Params', 'start', 'Network', 'Callbacks', 'Metrics', 'Response', 'Instance', 'Create', 'Redirects', 'Attached', 'Mode', 'To', 'Permission', 'build', 'Color', 'copy', 'With', 'Changed', 'Bytes', 'min', 'Window', 'Name', 'opt', 'long', 'Running', 'Processes', 'Installer', 'Pid', 'Default', 'put', 'Compound', 'Views', 'Delayed']"
Dfm,"['Object', 'abs', 'Next', 'Accessible', 'Height', 'parse', 'Draw', 'Alias', 'Anti', 'recycle', 'read', 'close', 'Stroke', 'Event', 'Z', 'Code', 'X', 'Looper', 'format', 'Shown', 'height', 'Empty', 'remove', 'Float', 'last', 'Maximum', 'And', 'String', 'Sorted', 'Scheme', 'Style', 'interrupt', 'Layout', 'lock', 'is', '<init>', 'Resources', 'Typeface', 'new', 'Trace', 'Library', 'print', 'Y', 'compare', 'concat', 'Lower', 'Translate', 'Last', 'Density', 'starts', 'post', 'gc', 'send', 'Value', 'Thread', 'Set', 'System', 'hash', 'Content', 'substring', 'value', 'open', 'Array', 'erase', 'synchronized', 'length', 'set', 'values', 'Stack', 'Reader', 'Callback', 'Line', 'All', 'int', 'Target', 'available', 'size', 'create', 'split', 'Property', 'draw', 'ends', 'to', 'Stream', 'has', 'Class', 'Runtime', 'run', 'float', 'Map', 'first', 'ceil', 'Key', 'Display', 'Fake', 'on', 'Int', 'Premultiplied', 'Action', 'List', 'ascent', 'sqrt', 'Read', 'Status', 'max', 'XML', 'notify', 'sub', 'replace', 'rotate', 'join', 'Of', 'Width', 'add', 'Accelerated', 'sleep', 'Bitmap', 'current', 'Millis', 'clear', 'Main', 'iterator', 'Id', 'translate', 'Matrix', 'append', 'Directory', 'width', 'Shadow', 'next', 'Layer', 'Handler', 'Hex', 'get', 'Spannable', 'Hardware', 'Service', 'equals', 'Touch', 'Text', 'Size', 'pre', 'First', 'JSON', 'Ignore', 'wait', 'Case', 'Assertion', 'contains', 'boolean', 'write', 'Field', 'Bold', 'entry', 'Memory', 'Connection', 'Desired', 'Time', 'desired', 'Declared', 'e', 'quit', 'Processors', 'Root', 'start', 'Metrics', 'Path', 'Instance', 'To', 'Font', 'Alpha', 'Row', 'Canvas', 'unlock', 'measure', 'Color', 'Format', 'With', 'min', 'Bytes', 'save', 'long', 'opt', 'Post', 'can', 'Default', 'put', 'Xfermode', 'Fully', 'Rect', 'restore', 'Byte', 'load', 'trim']"
SwitchButton,"['Offset', 'apply', 'Spec', 'Action', 'Time', 'max', 'Draw', 'Value', 'recycle', 'Circle', 'Styled', 'start', 'System', 'Stroke', 'Pixel', 'Metrics', 'value', 'Of', 'add', 'Width', 'obtain', 'Boolean', 'X', 'current', 'Millis', 'make', 'Arc', 'Mode', 'Float', 'set', 'Line', 'Update', 'Int', 'Shadow', 'Layer', 'Dimension', 'Style', 'int', 'Color', 'cancel', 'Changed', 'Padding', 'Animated', 'get', 'Round', 'Attributes', 'min', 'Listener', 'draw', 'is', '<init>', 'Running', 'Size', 'evaluate', 'Clickable', 'float', 'Masked', 'of', 'Count', 'Rect', 'Measure', 'Display', 'on', 'Repeat', 'Duration']"
CustomActivityOnCrash Library,"['Exception', 'Intent', 'Preferences', 'Context', 'register', 'read', 'recycle', 'close', 'For', 'format', 'Empty', 'Activity', 'Manager', 'String', 'Clip', 'edit', 'Flags', 'Listener', 'is', '<init>', 'Package', 'new', 'commit', 'finish', 'Trace', 'print', 'kill', 'Process', 'starts', 'Application', 'Modifiers', 'Uncaught', 'Value', 'Visibility', 'uncaught', 'substring', 'Simple', 'length', 'set', 'Stack', 'On', 'Method', 'Line', 'Entry', 'char', 'int', 'for', 'size', 'Long', 'Shared', 'ends', 'to', 'Launch', 'Class', 'poll', 'Plain', 'exit', 'has', 'Action', 'Drawable', 'Static', 'Extra', 'add', 'clear', 'make', 'my', 'append', 'At', 'Handler', 'Info', 'get', 'equals', 'Text', 'Size', 'Case', 'Category', 'Click', 'Time', 'i', 'e', 'Lifecycle', 'start', 'Callbacks', 'query', 'Upper', 'Component', 'Dimension', 'Enclosing', 'With', 'Activities', 'Primary', 'Name', 'Cause', 'Pid', 'Default', 'put', 'Serializable', 'show', 'Image', 'trim']"
Mortar,"['entry', 'starts', 'Next', 'Application', 'Hash', 'Context', 'sort', 'Bundle', 'Value', 'Set', 'System', 'substring', 'Simple', 'Code', 'add', 'value', 'Of', 'clear', 'format', 'length', 'Empty', 'To', 'values', 'remove', 'from', 'iterator', 'All', 'append', 'String', 'next', 'Hex', 'size', 'With', 'split', 'get', 'Name', 'Service', 'equals', 'clone', 'is', '<init>', 'identity', 'to', 'has', 'Class', 'Parcelable', 'In', 'put', 'key', 'first', 'compare', 'contains', 'Key', 'trim']"
Sudouser,"['Next', 'parse', 'Public', 'List', 'Time', 'random', 'shuffle', 'Value', 'hash', 'value', 'Code', 'Of', 'add', 'Instance', 'Millis', 'Upper', 'decode', 'length', 'remove', 'values', 'To', 'iterator', 'append', 'String', 'Exponent', 'next', 'int', 'size', 'Bytes', 'Private', 'get', 'unmodifiable', 'opt', 'long', 'Long', 'equals', '<init>', 'Message', 'to', 'has', 'Class', 'empty', 'generate', 'UUID', 'Modulus', 'put', 'Case', 'Seconds', 'Map', 'boolean', 'Encoded', 'Int', 'keys', 'encode']"
Crouton,"['Next', 'Height', 'Context', 'Feature', 'Accessibility', 'peek', 'Event', 'Observer', 'Bottom', 'format', 'Empty', 'remove', 'String', 'Layout', 'Resource', 'Listener', 'is', '<init>', 'Resources', 'Package', 'Typeface', 'Scale', 'handle', 'Rule', 'Application', 'send', 'Gravity', 'Parent', 'System', 'Content', 'Tile', 'obtain', 'length', 'set', 'On', 'From', 'Enabled', 'create', 'Type', 'Finishing', 'to', 'has', 'Class', 'poll', 'Span', 'Bounds', 'View', 'Tree', 'Appearance', 'Animation', 'Spec', 'Asset', 'Decor', 'Drawable', 'Pixel', 'Width', 'add', 'By', 'request', 'clear', 'make', 'Id', 'append', 'iterator', 'Identifier', 'Shadow', 'Layer', 'next', 'Attributes', 'Background', 'get', 'Service', 'equals', 'Size', 'Text', 'Message', 'Measure', 'Click', 'Global', 'find', 'XY', 'Params', 'start', 'Measured', 'decode', 'Mode', 'measure', 'Dimension', 'Color', 'Padding', 'Assets', 'Window', 'Name', 'Adjust', 'put', 'Image', 'load', 'Duration']"
Libsodiumjni,"['Char', 'Range', 'Of', 'Array', 'length', 'To', 'append', 'String', 'copy', 'for', 'Bytes', 'get', 'Name', 'Property', 'digit', '<init>', 'to', 'Logger', 'fill', 'arraycopy', 'Library', 'compare', 'load', 'log']"
Device Year Class,"['starts', 'Memory', 'parse', 'Read', 'sort', 'Value', 'read', 'close', 'System', 'substring', 'value', 'Of', 'add', 'exists', 'length', 'Empty', 'matches', 'Line', 'char', 'append', 'At', 'String', 'Info', 'int', 'size', 'With', 'get', 'Name', 'Service', 'is', '<init>', 'to', 'Digit', 'can', 'list', 'Files', 'Int']"
SqlBrite,"['Next', 'Non', 'update', 'Hash', 'Time', 'raw', 'singleton', 'register', 'replace', 'Safely', 'yield', 'close', 'Content', 'query', 'value', 'Code', 'Of', 'Successful', 'Observer', 'If', 'Database', 'Millis', 'Looper', 'format', 'Contended', 'Main', 'Query', 'insert', 'set', 'To', 'On', 'SQL', 'iterator', 'append', 'Update', 'Delete', 'String', 'next', 'execute', 'With', 'delete', 'get', 'add', 'end', 'Listener', 'identity', '<init>', 'unregister', 'Conflict', 'to', 'Readable', 'has', 'd', 'Exclusive', 'Transaction', 'move', 'nano', 'Count', 'exec', 'begin', 'contains', 'Insert', 'Writable']"
Snackbar,"['Scaled', 'abs', 'Height', 'Context', 'Translation', 'Accessibility', 'compute', 'Draw', 'recycle', 'Fling', 'Real', 'Event', 'Intercept', 'Boolean', 'X', 'Looper', 'Empty', 'remove', 'Manager', 'from', 'Maximum', 'String', 'Index', 'Disallow', 'Layout', 'Resource', 'Scroll', 'Listener', 'is', '<init>', 'Resources', 'Typeface', 'Y', 'Count', 'Rule', 'Current', 'Record', 'translation', 'Max', 'Source', 'post', 'Visible', 'send', 'Value', 'Elevation', 'Visibility', 'Child', 'Parent', 'System', 'obtain', 'value', 'Simple', 'set', 'On', 'Raw', 'as', 'int', 'for', 'invalidate', 'Clickable', 'float', 'Unchecked', 'Lines', 'Display', 'View', 'on', 'Integer', 'Offset', 'Spec', 'Animation', 'Action', 'max', 'Decor', 'Drawable', 'alpha', 'Pixel', 'Of', 'Width', 'By', 'add', 'request', 'current', 'Millis', 'make', 'Main', 'Pre', 'Ui', 'Id', 'At', 'Attributes', 'Background', 'get', 'Touch', 'Size', 'Text', 'Movement', 'inflate', 'Masked', 'Slop', 'animate', 'Measure', 'Minimum', 'Click', 'Frame', 'State', 'Time', 'find', 'Velocity', 'e', 'Location', 'Metrics', 'Mode', 'Alpha', 'Dimension', 'Color', 'Changed', 'min', 'Window', 'Name', 'offset', 'Default', 'load', 'Duration']"
Lost,"['Intent', 'Exception', 'Next', 'parse', 'Token', 'Parcel', 'Context', 'Loader', 'Feature', 'read', 'recycle', 'Named', 'Code', 'Realtime', 'Boolean', 'compile', 'Interface', 'Looper', 'For', 'X', 'Empty', 'remove', 'Float', 'Activity', 'Manager', 'Executor', 'Negative', 'No', 'Positive', 'String', 'Speed', 'is', '<init>', 'Transact', 'Package', 'Updates', 'Provider', 'new', 'distance', 'Sender', 'Trace', 'print', 'compare', 'unbind', 'Last', 'bearing', 'Application', 'post', 'Longitude', 'send', 'Alert', 'Value', 'Thread', 'Set', 'Child', 'System', 'hash', 'obtain', 'Simple', 'value', 'shutdown', 'Array', 'item', 'Typed', 'Document', 'set', 'values', 'Stack', 'Categories', 'All', 'Update', 'From', 'Enabled', 'int', 'size', 'create', 'Latitude', 'Byte', 'unmodifiable', 'Providers', 'Cancelled', 'Long', 'Strong', 'to', 'Builder', 'has', 'Class', 'Extras', 'Local', 'Button', 'Fragment', 'Item', 'float', 'Bits', 'Key', 'on', 'Int', 'List', 'Double', 'Extra', 'Of', 'add', 'request', 'sleep', 'clear', 'current', 'Millis', 'Main', 'my', 'iterator', 'append', 'Node', 'next', 'elapsed', 'Proximity', 'cancel', 'Attributes', 'get', 'Binder', 'Result', 'Service', 'equals', 'Known', 'Message', 'First', 'empty', 'Parcelable', 'Now', 'Length', 'evaluate', 'Category', 'transact', 'contains', 'enforce', 'Click', 'write', 'bind', 'Single', 'Time', 'Title', 'e', 'Location', 'start', 'query', 'Path', 'Instance', 'Create', 'To', 'Accuracy', 'submit', 'Name', 'Elapsed', 'Pid', 'put', 'Bearing', 'key', 'Nanos']"
Bottom Navigation Bar,"['Reveal', 'abs', 'Next', 'Height', 'parse', 'Context', 'Translation', 'Alias', 'recycle', 'Anti', 'close', 'Stroke', 'Boolean', 'Bottom', 'X', 'Shape', 'Empty', 'remove', 'Float', 'from', 'String', 'Style', 'Layout', 'Animated', 'Listener', 'is', '<init>', 'Resources', 'scale', 'Scale', 'Y', 'reset', 'line', 'Top', 'Left', 'apply', 'post', 'sin', 'Selected', 'Corner', 'Value', 'Visibility', 'System', 'obtain', 'Radius', 'set', 'All', 'Update', 'int', 'size', 'cos', 'create', 'draw', 'has', 'move', 'Display', 'View', 'round', 'Int', 'Theme', 'Animation', 'Drawable', 'Pixel', 'Of', 'Width', 'By', 'request', 'add', 'clear', 'Id', 'iterator', 'Circular', 'next', 'Attributes', 'Background', 'get', 'Service', 'Text', 'Size', 'inflate', 'animate', 'State', 'find', 'Styled', 'Params', 'start', 'cubic', 'Metrics', 'Path', 'Measured', 'Mode', 'To', 'Alpha', 'Dimension', 'Color', 'Padding', 'min', 'Right', 'Oval', 'Default', 'index', 'of', 'Views', 'Image', 'Rect', 'Duration']"
Android TimesSquare,"['Next', 'Height', 'Hash', 'Directionality', 'singleton', 'Draw', 'recycle', 'Code', 'Boolean', 'Duplicate', 'Bottom', 'format', 'Empty', 'remove', 'from', 'String', 'Date', 'Resource', 'Listener', 'is', 'identity', '<init>', 'Resources', 'before', 'Typeface', 'Zone', 'layout', 'Top', 'Weekdays', 'Left', 'Tag', 'Value', 'Visibility', 'Child', 'Parent', 'obtain', 'value', 'set', 'On', 'Line', 'char', 'as', 'Enabled', 'ID', 'int', 'size', 'draw', 'to', 'has', 'Class', 'Display', 'View', 'on', 'Spec', 'List', 'Drawable', 'Range', 'Of', 'add', 'current', 'Millis', 'clear', 'make', 'Week', 'iterator', 'append', 'Id', 'At', 'after', 'next', 'Attributes', 'Background', 'get', 'Language', 'equals', 'Size', 'Day', 'Text', 'First', 'inflate', 'Length', 'contains', 'Measure', 'Minimum', 'Click', 'State', 'Time', 'sort', 'Styled', 'Instance', 'Create', 'Measured', 'dispatch', 'measure', 'Color', 'Name', 'Right', 'Short', 'Default', 'index', 'put', 'show']"
Phrase,"['Next', 'replace', 'Set', 'add', 'length', 'remove', 'iterator', 'char', 'append', 'All', 'At', 'String', 'next', 'size', 'get', '<init>', 'Resources', 'Text', 'to', 'has', 'put', 'key', 'contains']"
Robobo Remote Control,"['Next', 'Non', 'w', 'Time', 'require', 'i', 'e', 'hash', 'Null', 'value', 'Of', 'Code', 'add', 'current', 'Millis', 'format', 'remove', 'iterator', 'append', 'At', 'String', 'next', 'take', 'schedule', 'get', 'Rate', 'equals', '<init>', 'to', 'has', 'Fixed', 'put']"
MemoryTypeJava,"['Code', 'Hex', 'position', 'put', 'allocate', 'get', 'Hash', 'w', 'Direct', 'identity', '<init>', 'append', 'to', 'String']"
MvRx,"['Accessible', 'Next', 'Parameter', 'Hash', 'Loader', 'Code', 'Looper', 'Empty', 'remove', 'Primitive', 'And', 'String', 'is', 'identity', '<init>', 'd', 'new', 'Trace', 'Count', 'Final', 'Methods', 'Modifiers', 'random', 'send', 'Bundle', 'Value', 'Assignable', 'Set', 'hash', 'obtain', 'value', 'Simple', 'Constructors', 'set', 'Stack', 'Method', 'Raw', 'From', 'size', 'Type', 'Synthetic', 'to', 'has', 'Class', 'Extras', 'poll', 'Map', 'Key', 'View', 'List', 'Of', 'By', 'add', 'clear', 'Main', 'Id', 'append', 'iterator', 'next', 'Annotations', 'get', 'Message', 'Parcelable', 'UUID', 'contains', 'boolean', 'entry', 'Public', 'Types', 'Transient', 'find', 'Declared', 'e', 'Classes', 'Instance', 'Fields', 'Name', 'invoke', 'Cause', 'put', 'Serializable', 'sub']"
RippleBackground Library,"['Next', 'Start', 'Alias', 'recycle', 'Circle', 'Anti', 'Styled', 'start', 'obtain', 'add', 'Mode', 'Float', 'set', 'iterator', 'next', 'Dimension', 'Color', 'Style', 'play', 'Delay', 'min', 'Attributes', 'get', 'draw', 'end', '<init>', 'Together', 'Repeat', 'has', 'Interpolator', 'of', 'Count', 'Int', 'Rule', 'Duration']"
BindingCollectionAdapter,"['Accessible', 'Context', 'List', 'Constructor', 'Tag', 'singleton', 'Binding', 'Declared', 'Thread', 'notify', 'Inserted', 'Root', 'hash', 'value', 'Code', 'add', 'Of', 'Instance', 'current', 'Fields', 'Looper', 'Main', 'Empty', 'set', 'remove', 'On', 'Down', 'from', 'Variable', 'Callback', 'Method', 'append', 'Moved', 'String', 'execute', 'for', 'Pending', 'size', 'Changed', 'Resource', 'get', 'Bindings', 'Name', 'equals', 'is', '<init>', 'Resources', 'Adapter', 'Package', 'to', 'invoke', 'Class', 'inflate', 'Removed', 'Drop', 'new', 'put', 'View', 'Int']"
MemoryTypeNative,"['Code', 'Hex', 'Hash', 'w', 'finalize', 'identity', '<init>', 'append', 'to', 'String']"
Librarysimplified UI Theme,"['next', 'Code', 'Attribute', 'Next', 'add', 'Case', 'get', 'resolve', 'Lower', '<init>', 'iterator', 'append', 'to', 'String', 'has', 'hash']"
Android RefreshLayoutLayout Library,"['Scaled', 'abs', 'Accessible', 'Height', 'parse', 'Change', 'compute', 'Alias', 'Anti', 'recycle', 'Fling', 'close', 'instantiate', 'Event', 'Intercept', 'full', 'Bottom', 'X', 'Looper', 'height', 'remove', 'Manager', 'Maximum', 'Completely', 'Screen', 'String', 'Curr', 'smooth', 'Pivot', 'Style', 'Inflate', 'Resource', 'Layout', 'Animated', 'Scroll', 'Listener', 'is', '<init>', 'Resources', 'Scale', 'Selection', 'Trace', 'Y', 'print', 'Count', 'stop', 'reset', 'line', 'Top', 'Current', 'Last', 'center', 'apply', 'post', 'Visible', 'Value', 'Visibility', 'Child', 'Parent', 'System', 'Page', 'Content', 'obtain', 'Simple', 'value', 'erase', 'set', 'Stack', 'On', 'Raw', 'Update', 'Orientation', 'int', 'create', 'draw', 'to', 'arc', 'Item', 'Clickable', 'move', 'Fill', 'Bounds', 'Display', 'View', 'on', 'round', 'Int', 'scroll', 'Offset', 'Animation', 'Spec', 'Action', 'Position', 'fling', 'max', 'Drawable', 'rotate', 'Of', 'Width', 'By', 'add', 'Finish', 'Bitmap', 'clear', 'make', 'Main', 'Id', 'append', 'At', 'Background', 'get', 'Service', 'Touch', 'Text', 'Size', 'Movement', 'Adapter', 'First', 'inflate', 'abort', 'Slop', 'Measure', 'Minimum', 'After', 'Field', 'State', 'find', 'Declared', 'Location', 'Velocity', 'start', 'Params', 'cubic', 'Metrics', 'Path', 'Vertically', 'Measured', 'decode', 'Attached', 'Mode', 'To', 'dispatch', 'Positions', 'measure', 'Dimension', 'Color', 'Padding', 'min', 'pow', 'save', 'Name', 'Window', 'Changed', 'Oval', 'can', 'Dither', 'Finished', 'Default', 'Xfermode', 'of', 'Image', 'restore', 'Delayed', 'Duration']"
Mapbox Android Telemetry Library,"['Na', 'v', 'Next', 'Preferences', 'Change', 'matcher', 'w', 'Context', 'singleton', 'register', 'read', 'close', 'Code', 'Exact', 'Realtime', 'Boolean', 'double', 'compile', 'Looper', 'format', 'Socket', 'Empty', 'remove', 'Float', 'Inexact', 'Manager', 'matches', 'And', 'Activity', 'String', 'Loggable', 'edit', 'Listener', 'is', '<init>', 'Package', 'count', 'd', 'Scale', 'Trace', 'print', 'Count', 'compare', 'File', 'Application', 'apply', 'Task', 'random', 'Longitude', 'Tag', 'send', 'Value', 'Thread', 'Set', 'System', 'hash', 'Preference', 'open', 'value', 'exists', 'length', 'set', 'Stack', 'On', 'Down', 'All', 'Connected', 'as', 'char', 'Infinite', 'execute', 'size', 'create', 'Type', 'Latitude', 'App', 'unmodifiable', 'Long', 'Output', 'Shared', 'to', 'has', 'Class', 'code', 'float', 'Key', 'Data', 'Files', 'round', 'Int', 'Stats', 'Dir', 'Active', 'Action', 'List', 'Double', 'Extra', 'Of', 'add', 'clear', 'current', 'Millis', 'iterator', 'append', 'Directory', 'At', 'Info', 'next', 'elapsed', 'cancel', 'delete', 'get', 'Point', 'Service', 'equals', 'Message', 'empty', 'UUID', 'Tasks', 'contains', 'boolean', 'digest', 'Label', 'write', 'bind', 'encode', 'entry', 'Time', 'sort', 'i', 'e', 'Lifecycle', 'quit', 'Altitude', 'start', 'Network', 'Callbacks', 'Broadcast', 'Instance', 'To', 'Accuracy', 'Repeating', 'Assets', 'Bytes', 'await', 'Name', 'attach', 'unregister', 'Running', 'Processes', 'N', 'Default', 'put', 'Serializable', 'of', 'Receiver', 'Byte']"
PdfiumAndroid,"['Field', 'Accessible', 'Next', 'Value', 'Declared', 'e', 'Set', 'close', 'Metrics', 'value', 'Of', 'add', 'clear', 'Empty', 'set', 'To', 'Stack', 'iterator', 'append', 'String', 'next', 'get', 'Name', 'Descriptor', 'long', 'is', '<init>', 'Resources', 'to', 'has', 'd', 'put', 'float', 'Trace', 'Library', 'key', 'print', 'Bits', 'contains', 'Key', 'Display', 'Int', 'load', 'File']"
Librarysimplified Threads,"['value', 'Priority', 'new', 'Of', 'run', 'copy', 'format', 'Factory', 'Pool', 'Name', 'set', 'Scheduled', 'default', 'Thread', '<init>']"
SSP,['<init>']
MemoryTypesAshmem,"['Hash', 'Read', 'position', 'w', 'close', 'Code', 'map', 'append', 'String', 'Hex', 'create', 'get', 'Write', 'identity', '<init>', 'Size', 'to', 'put', 'unmap']"
RecyclerViewFastScroller,"['Last', 'Height', 'Action', 'Position', 'Visible', 'max', 'find', 'recycle', 'Drawable', 'Styled', 'Section', 'start', 'Child', 'System', 'obtain', 'For', 'set', 'To', 'Float', 'Manager', 'Alpha', 'Id', 'Completely', 'At', 'Color', 'Attributes', 'Layout', 'get', 'Resource', 'Background', 'min', 'Service', '<init>', 'Text', 'Adapter', 'inflate', 'Item', 'Sections', 'Masked', 'Y', 'Holder', 'Count', 'of', 'View', 'on', 'scroll', 'Duration', 'Theme']"
